Comments,Like,Dislike,User
돈없는 동남아와 아프리카는 저거라도 맞을려고 하겠지. 정말 역겨운 중국..지들이 전세계 역별을 돌게하더니....쓰레기 백신으로 또 거꾸로 자기들 편만들고 있고.ㅠㅠ 정말 이런 양아치같은 나라가 패권을 잡으면 어찌될지. 참~아이러니한게 미국이 일본에 원폭을 터뜨려서 대한민국도 독립하게 됐지만 중국도 기사회생을 하게 된게...흠..2차대전때 완전 패망을 시켰어야 되는데....아니면 모택동을 제거해서 문화혁명을 하지 못하게 하던가...그래서 중국이 소수민족으로 분리독립하도록 하던가..ㅠㅠ 정말 역겨운 중국.,4,1,flig****
Mbc는 중국의 방송국인가 오명같은 소리하네 전세계가 우한에서 발생한 코로나로 알고 있다 중국에서 감추려다 일이커져서 전세계로 번져서 많은 사람들이 죽었구먼,3,0,dtem****
"우물에 독 풀어, 온 마을 주민들 다 중독 시켜놓고..내가 만든 해독제야 나 믿고 한 번 먹어봐. 뭐 효과 없어도 내 탓은 하지 말고. 대신 앞으로 내 말 잘 들어라. 알았냐? 까불면 콱!",3,0,hmsg****
이럴려고 만들었구나 코로나를.....,3,0,kth8****
"우한폐렴 고의로 퍼트리고 백신을 뿌린다는 개소리라니, 진핑이가 무릎꿇고 제발 맞아달라고 해도 중국은 거부한다",3,1,maxi****
공짜로 가져가라해도 안가져갈 물백신을 저래 써먹는다고?ㅋㅋㅋ 병(차이나바이러스)주고 약(백신)주고.. 그냥 금전적인 보상을 해라.. 니들때문에 전세계가 이래 난리인데,3,1,bbbb****
검증안된약으로 테스트하는군,2,0,spar****
중국 멸망시켜야 할듯 싶다무슨 미사일을 발사하는건가?,459,13,reve****
세상에서 제일 싫은나라,241,7,neoc****
뉴욕에 떨어뜨린뒤 미국과 전쟁이 가장 아름다운 스토리,190,26,baru****
참..한결같이 꾸준하구만,76,2,ksld****
의도적인갑네. 저게 진짜추락하면 베이징에 미사일타격해도 할말없겠지??,69,2,ryan****
존재 자체가 지구에 민폐인 중국인,9,0,rich****
이렇게 꾸준히 다른 나라에 민폐 끼치는 나라도 없다,8,0,arma****
제발 베이징에 떨어지게 해주십시요 진핑이가 자는 침실에,7,0,loui****
기술력도 안되는데 막 쏘아올리니까 저러지.. 쯧쯧,5,0,kang****
지구의 암 세계의 민폐국,4,0,khko****
뭘해도 민폐,4,0,zsnk****
"미국이 쏜 미사일, 하늘에 쐈지만 베이징에 떨어질수도..라고하면 재들 불같이 달려들고 미제 불매할듯 ㅋㅋㅋㅋ",3,0,lusi****
역시 중국이 만든것중 제대로 작동하는 것은 우한발 코로나 바이러스 뿐이구만.,3,0,kgbr****
중국아 너네도 그냥 아무것도 안하면 안돼냐..,3,0,lkhp****
민폐민폐..아주 중국스럽다 쨩깨드라,2,0,kuru****
중국인들이 멸종당해야 지구에 평화가 찾아온다,2,0,shk8****
미국 추락 환영. ㅉ??박살 빌미 제공해라 제발...,2,0,phin****
뉴욕에 떨어지면 상하이에도 뭐하나 떨어뜨려야지,2,0,yc86****
여러가지로 민폐일세..,2,0,yyyc****
메이드인 차이나,2,0,jkbk****
"당연한거아니냐??? 미국은 같은 자본주의국가에 같이 피흘리고 전쟁한나라고, 중국은 적국이야. 이 당연한걸 나라 팔아먹는 좌파들이 집권하니 아주 나라의 근본이며 모든게 썩고있어. 그리고 중국이랑 가깝게 지내면 나라가 망가지고 국민들이 정말 가난해진다. 걔네랑 친한국가들봐봐 현실이 말해줌",59,1,rina****
25.7%는 돌아이들인가?,17,0,wham****
역사적으로 보면 중국은 대한민국을 우호적이지 못했다. 괴로운존재 미국이 옛날에 옆동네 있었다면 많은 도움을받아 ?중국을 훨씬 앞써 나갔을거다. 중공인은 지구의 해로운 벌레보다 못한 것들이다. 사라져야할 벌레들이다. 당연히 미국이지.,10,0,deej****
짱궤는 6.25때 우리를 죽였고 우리나라를 적화하러 왔다.,6,0,ryus****
이런 사실 문정부만 몰라요,5,0,aimp****
중국때문에 분단국가된거 다들 똑띠 기억해라 중국에 호감가지면 나라언젠간 망한다,3,0,sunn****
당연히 미국이지.,2,0,seun****
중국인들이 규제없이 이 나라의 주택과 건물을 마구 사들이고 있는 것만 봐도 인해전술이다 중국이란 공산국가는 상식이 통하지 않는 경계해야할 나라다 중국에게 하나 둘 내어 주다간 언젠가는 공산국가 식민지가 될 수 있다,2,0,hal0****
중국의 2배?? 20배 아니구??미세먼지 민폐국 중국의 자멸을 매일 기도함,2,0,ree4****
좌파들은 중국만 나오년 궤변밖에 못해. 딱 그정도 수준이니 논박 안되는거지. 안보는 물론이고 경제도 압도적으로 미국인 현실을 외면하고 중간재가 70%를 차지하는 중국과의 무역만 되새김질.,1,0,cutt****
솔직히 미국 아니었음 지금의 한국이 존재할 수 있었나.,1,0,norw****
중국산 ??재앙,1,0,gool****
10명중 8명밖에 안된다고?? 그럼 나머지 2명은 중국 찬양하는 전라도 문슬람들이구만,2,2,lake****
장궤 머리통구이,0,0,nlsh****
당연한거아니야...뭐이런걸 조사해..,0,0,3ric****
문빨;;;갱이 & 더듬어공산당 : 아직 좌빨;;;갱이 동지를 더 심아야 되겠군...아직 멀었어...,0,0,toto****
이런거해도 윗대가리가 꽉 막혀서 소용없어요,0,0,jclu****
지린들 하네 당연히 미국이지만 중국이 경제로 우리 건들면 나라 망하는건 아냐 그냥 무난하게 지내는게 제일 좋다,0,0,esth****
made in china,20,0,koto****
하여튼 전세계에 민폐만 만드는 차이나 클라스,11,0,yumi****
진핑이 머리위에 떨어지길 두손모아 기도 ?,7,0,kkm5****
중국은 진짜 세상민폐 하아 진짜 싫딘,3,0,core****
중공몽 일대일로에 세뇌된 문재인 머리통에 떨어지길 바란다,2,0,jesu****
민폐국 ㅋㅋ,1,0,ttl6****
중국 민폐는 메가톤급.. 저게 대체 어디에 떨어지려나.. 제발 처음 출발한데로 돌아가길....,1,0,dack****
역시 중국산,1,1,kimj****
ㅎㅂㄷㅇㄸㅇㅈ.,0,0,ccas****
제발 진핑의 머리위로 떨어지길 간절히 빌어봅니다,0,0,wonc****
지들은 로켓에 불붙일때 인도는 화장중이라고 어이없는 망언하더니 꼴 좋네!!! 로켓도 코로나19도 made in china,0,0,run5****
우리나라에만 안떨어지길,0,0,juhe****
"제발,,중국본토에,,,쟈들도 그러길바랄거임,,,",0,0,haho****
천궁으로 떨궈라,0,0,wyfe****
아씨 짜증나 중국뉴스를 왜 여기서 하냐,207,11,jji7****
중국공산당의 멸망을 기원합니다. 100주년 이면 많이 해먹었네..뒤지세요,140,6,k_su****
나는 공산당이 싫어요!!!,42,0,gywl****
"전국의 참새를 절멸시켜 인민을 굶주리게 함으로써 대한민국에 산업화를 양보하고, 손수 문화재를 박살내어 대한민국의 문화적 정통성을 드높여준 마오쩌둥 어르신의 은혜에 항상 감사한 마음입니다.",33,2,mcla****
현재의 중국은 국제왕따,31,5,alsl****
연합이 빨갱이 전문 신문이냐?,23,0,yhs1****
이세상에서 없어져야 할것들이 공산당과 짱깨 거지들이다.,15,0,vuni****
세상에서 가장 돈 좋아하는 집단은 공산주의 사상가진 사람들..한국이나 중국이나 북한이나 미국이나 사회주의 공산주의자들이 가장 돈독 올라서 돈좋아한다. 그 가운데 갑은 중국.,14,1,suny****
중국뉴스를 왜 우리가 봐야돼?,12,0,gisa****
중국공산당의 인민일보와 손잡고 올리는 기사인건가? 왜 중국공산당 기사를 한국에서 계속 올리냐?,7,0,kitt****
문재인과 대깨문들 흐뭇하겠다 ㅋㅋㅋㅋㅋ 마음속의 조국 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,1,revo****
주사파 공산주의자 문재인과 더불어공산당 대깨 문달차ㅇ들 오늘이 너희들 생일이구나.. 감격에 벅차겠다?,3,0,slf8****
공산당이 집권하면 저렇게 세뇌가 된다 대깨문처럼,3,0,artm****
세계 역사에서 없어지고 있는 공산당을 100주년이라 찬양하는 중국. 그리고 이들 눈치보는 북한. 그리고 이들 눈치보는 현 정권.,3,1,csk1****
중공은 인류의 적. 문재인은 자유대한민국의 적.,2,0,spac****
중공 공산당이 무너졌으면 수십전 집권 못했으면 지금 중국 사람들이 더 잘살고 자유도 누리고 했겠지 저렇게 사는게 좋아 보이냐 기자야 니가 중공 가서 살던가 그럼,2,0,bear****
우리 문재앙도 공산당이지~~,2,0,skyb****
공산당이 없어야 신중국이 있단다.. 미친 빨갱이들아.. ^^,2,0,wrpn****
한국 거주 조선족 중국인을 위한 뉴스 기사를 제공해주네 ㅋㅋ,2,0,hell****
이런 기사는 여기 올리지말고 그냥 문재인 개인 메일로만 보내고 대깨문 커뮤니티에만 올리면 된다.,2,0,kimt****
"너희들 때문에 전세계가 고통받고 있다, 사람이면 미안한 마음이라도 가져라",176,5,chro****
코로나를 만들어 퍼트리고도 미친짓하는 거지 떼놈들. 전세계의 바이너스 병균이다,43,2,skyc****
정말 징 한것들이다. 쓰레기도 저런 쓰레기들이 있을까.,37,2,dmzm****
인도 따라가겠네 조만간,32,4,gaji****
저기다 불싸지르고 싶다.,15,4,dhqm****
중국도 다시 확진자 폭증하겠군.. 일본도 요즘 하루 6천명씩 나오더만ㅋ,4,0,lwk7****
국민의짐 전광훈 부대도 작년 8월에 저래서 확진자 수천명 폭증하고 온 국민이 피해보고 있는데 참 뻔뻔한 것까지 서로 닮은 듯..,3,0,city****
코로나야 본국에서 힘내...,3,0,seph****
인구청소가 절실한 곳,3,1,moon****
잘가.. 중국.. 한국엔 오지마,2,0,gurf****
중국은 없어져야,2,0,sbs1****
"문재인 대통령이 근로자의 날을 '노동절'이라고 표현을 많이 했는데, 어디서 왔나 했더니 이거 중국에서 온 단어였나요?",2,1,ziyn****
"극내여행가게되니. 예방주사도 별로 안맞고 마스크도 별로고, 중국이 코로나 안퍼지는 건 미스테리.",2,1,anss****
바퀴벌레의 대이동. 에프킬라 뿌려라!!!,1,0,yaru****
지금부터 중국인 입국 금지 준비해라 2주후면 인도꼴 날거같다 그때 가서도 뭐 검사입국이니 뭐니 그냥 지금부터 준비해서 입국 차단하자,1,0,chou****
만리장성 무너져서 다 묻어버리자,1,0,paus****
저기가 그 유명한 코로나 슈퍼 전파자 양성소 인가??,1,0,id77****
중국산백신 접종후 치사율.부작용이코로나 걸린것보다 더 높을거다.미얀마 국민들 응원합니다.,165,5,thsw****
시민정신이 확실하네요!!,43,3,luna****
미얀마 시민들 분통 터지겠네...이건 병 주고 약주고...죽이고 약 주고...이 군부 뒤에 중국이 있는데...자기들 총질로 미사일로 죽이는게 중국인데 거기서 약 준다고 하니 그걸 맞고 싶겠어...빡치겠네...,30,2,dolg****
같은 기사를 읽고 생각이 다르네. 미얀마 시민들이 중국산 백신이라 거부한게 아니잖아ㅡㅡ 지금 군부 살인마들 뒤에 중국 정부가 있다는걸 아니까 중국이 뭘 해줘도 싫다는거지. 사실 동남아는 각국이 다 중국이라고 봐도 될 정도로 문화적 입지가 강해. 중국산이라 안쓰는게 아니고 오히려 거의 중국산 일본산이야. 자기들 죽이면서 약 준다니까 빡친거지.,15,2,lavi****
틀린말은 아님.,11,2,bobu****
시민의식은 확실하네. 응원한다,5,1,choo****
병주고 약주고 짱 개의 이중성,4,0,angu****
"문재인 정부 아젠 사망자 발표를 안한다! 저저번주는 9명 저번주는 14명의 사망자가 나왔는데 발표를 안한다, 아젠 비용은 국가기밀이라 발표를 못한단다! 한해 폐렴으로 사상자가 3천명인데 백신 후유증으로 천오백명이 죽는다! 삼성의 반도체 공장에서 단 한명의 백혈병 환자도 용납 못하다던 문재인과 더불어 민주당 그리고 좌익들이 아젠 백시 후유증으로 죽어가는 국민들에게는 인과성이 없다등 모든 책임을 국민들에게 돌리고 있다! 이게 나라인가?",4,1,anai****
미얀마꼴 만들려는 문재앙,4,2,dlos****
현명한 미얀마 국민들의 판단을 응원합니다,2,0,cint****
미얀마의 수준 높은 시민의식에 경의를 표합니다.,2,0,ziyn****
문재인이랑 이재명이 중국백신 러시아백신 검토한다했지 중국백신 들이자는 인간은 지 가족부터 중국백신으로 맞춰라,6,5,jjl0****
미얀마 보다 못한 대한민국 국민들,2,1,ench****
"저 공산당 중공, 악마의 중공, 중공의 전승절이라냐? 뭐라냐? 박 뽕은 환장해 쫒아가 참석해 희딕거리고 그랬지",1,0,tksh****
응원합니다~,1,0,aime****
미얀마 그렇게 안봤는데 시민들이 깨시민이였네,1,0,yach****
근데 왜 기사를 반말로 씁니까 !,1,0,rlat****
저들 말에 동의한다,1,0,yise****
개보다 못한 쓰래기 군부독재 먼져 맞자,1,0,skdl****
중국거 꽁짜로 줘도 안맟는다 그거 맟으년 더 빨리 더높이 하늘 나라로 간다 짝퉁이 넘쳐 나는 중국 어디서 거짖 위선을 떠냐 니들이 UN 군 진입 반대표 때문에 많은 선량한 시민들이 죽어 나간다 아쁜 세.리 들 니들이 퍼트린 코로나 가지고 가라 !! 어디서 수작질 이냐,1,0,djj3****
"ㅉㅉㅉ 우주선 타는 일본, 그걸 베끼는 중국, 걷지도 않고 욕만 뱉는 한국이겠지 ㅋㅋㅋ SNE리서치 같은 신뢰도 낮은 조사를 뭘 믿누 ㅋㅋ",0,0,jeon****
일본은 자전거부터 해서 모든게 다 기술을 가지고 있다. 적어도 굶진 않고 먹고 산다. 반면 우리나라는? 과학기술에 투자를 더 해서 강소기업을 만들필요가잇다,0,0,soo2****
그래 니는 중국..,0,0,kjkm****
참 글도 못쓴다,0,0,sixt****
근데 한국도 중국때문에 크게 성장 못하겠네,1,0,garf****
중국공산당 내부 권력투쟁으로 곧 쿠데타 일어나서 망할거라는 찌라시가 돌더라 이제 중국도 소련처럼 붕괴될듯 시진핑 잘가,0,6,ghg9****
이재용 석방시켜라. 문죄인!,4,2,stsl****
기레기가 니뽕TDK 자회사가 ATL이고 중국에 세운게 CATL인거 모른갑다...,4,4,ifor****
??소리 하고 자빠졌네 일본은 ecu만들어서 수출하는데 고작 베터리로 똥올싸고 있네 정말 문재인 스럽다,7,4,leek****
그래 막 날아서 개념을 안드로메다로 보내버렸구나,1,0,moun****
조선주 날아가는거보면 모르냐? ㅋ그동안은 저렴한 인건비로 먹고살아온 중국인데결국 인건비 상승하면 가격대비 품질이 떨어지면 경쟁력 떨어지는거 불보듯 뻔한데,1,1,cdj8****
